TS time deltat Energy E1 E2 E3 Dissipation Trd volume area area_n area_gn area_gp Lat_area Epress E_tension1 E_tension2 E_tension3 Ela_small P_tension1 P_tension2 P_tension3 pressure Zmax stress strain Diss1 Diss2 Diss3
450 0.0901686 0.000920794 0.16598 0.0595897 0.0450123 0.0613778 0.00527405 0.00148681 0.0618384 1.52382 1.4517 1.52514 1.52253 1.08037 -1.67461 7.22748 7.21774 5.46609 0 1.50578 1.63162 -0.508141 -28.2824 1 0 0 0.315626 0.208275 0.154843
455 0.0948665 0.000968248 0.167266 0.0595739 0.0454102 0.0622822 0.00476092 0.0014878 0.0625255 1.52534 1.4517 1.5267 1.52401 1.07991 -1.7095 7.23818 7.22908 5.46312 0 1.44595 1.56571 -0.486779 -28.5685 1 0 0 0.316703 0.211044 0.156544
460 0.0998066 0.00101815 0.16826 0.0594211 0.0457205 0.063118 0.00429777 0.0014888 0.0632126 1.52687 1.4517 1.52827 1.5255 1.07946 -1.74418 7.24953 7.24112 5.46004 0 1.38846 1.50232 -0.466298 -28.8455 1 0 0 0.317092 0.213447 0.158032
465 0.105001 0.00107062 0.168943 0.059126 0.0459372 0.0638799 0.00387974 0.00148981 0.0638997 1.52841 1.4517 1.52985 1.52701 1.079 -1.77858 7.26154 7.25387 5.45684 0 1.33323 1.44138 -0.446665 -29.1126 1 0 0 0.316758 0.215455 0.159295
470 0.110464 0.00112579 0.169301 0.0586838 0.0460547 0.064563 0.00350243 0.00149083 0.0645868 1.52997 1.4517 1.53145 1.52852 1.07853 -1.81264 7.27419 7.2673 5.45353 0 1.28016 1.38278 -0.427851 -29.3691 1 0 0 0.315664 0.217038 0.160321
475 0.116207 0.00118381 0.16932 0.0580904 0.0460677 0.0651623 0.00316186 0.00149185 0.0652739 1.53154 1.4517 1.53306 1.53005 1.07807 -1.8463 7.28749 7.28142 5.4501 0 1.22918 1.32645 -0.409824 -29.6142 1 0 0 0.31378 0.218164 0.1611
480 0.122247 0.00124482 0.168987 0.0573431 0.0459711 0.0656729 0.00285447 0.00149289 0.065961 1.53312 1.4517 1.53469 1.53159 1.07759 -1.87948 7.30143 7.29621 5.44657 0 1.1802 1.2723 -0.392555 -29.8471 1 0 0 0.311077 0.218807 0.161621
485 0.128598 0.00130897 0.168291 0.0564402 0.0457606 0.0660904 0.00257701 0.00149393 0.0666481 1.53472 1.4517 1.53632 1.53315 1.07712 -1.91211 7.31597 7.31166 5.44293 0 1.13315 1.22026 -0.376014 -30.0671 1 0 0 0.307532 0.218938 0.161874
490 0.135277 0.00137643 0.167224 0.0553811 0.0454324 0.0664105 0.00232657 0.00149498 0.0673352 1.53632 1.4517 1.53797 1.53471 1.07664 -1.94411 7.33111 7.32774 5.4392 0 1.08795 1.17023 -0.360172 -30.2734 1 0 0 0.303128 0.218532 0.161852
495 0.142299 0.00144737 0.16578 0.0541669 0.0449835 0.0666293 0.00210051 0.00149604 0.0680223 1.53794 1.4517 1.53964 1.53629 1.07616 -1.97541 7.34683 7.34442 5.43536 0 1.04453 1.12215 -0.345 -30.4653 1 0 0 0.297856 0.217568 0.161547
500 0.149684 0.00152196 0.163955 0.0528004 0.0444116 0.0667432 0.00189646 0.00149711 0.0687094 1.53957 1.4517 1.54131 1.53788 1.07567 -2.00593 7.36308 7.36167 5.43144 0 1.00281 1.07595 -0.330469 -30.6419 1 0 0 0.291712 0.216025 0.160954
505 0.157449 0.00160039 0.16175 0.0512858 0.0437155 0.0667491 0.00171228 0.00149818 0.0693965 1.54122 1.4517 1.543 1.53948 1.07518 -2.03561 7.37985 7.37946 5.42743 0 0.962736 1.03154 -0.316553 -30.8026 1 0 0 0.284704 0.213887 0.16007
510 0.165614 0.00168287 0.159169 0.0496294 0.0428951 0.0666445 0.00154601 0.00149927 0.0700836 1.54288 1.4517 1.5447 1.5411 1.07469 -2.06436 7.39709 7.39775 5.42335 0 0.924231 0.988857 -0.303224 -30.9467 1 0 0 0.276845 0.211144 0.158891
515 0.1742 0.0017696 0.156218 0.0478392 0.0419515 0.0664273 0.00139593 0.00150036 0.0707707 1.54454 1.4517 1.54641 1.54272 1.07419 -2.09211 7.41476 7.41649 5.41919 0 0.887235 0.947838 -0.290456 -31.0737 1 0 0 0.268164 0.207788 0.157417
520 0.183229 0.0018608 0.152908 0.0459254 0.040887 0.0660961 0.00126044 0.00150146 0.0714577 1.54622 1.4517 1.54813 1.54436 1.07369 -2.11879 7.43283 7.43563 5.41497 0 0.851686 0.908416 -0.278222 -31.183 1 0 0 0.258698 0.203818 0.155649
525 0.192723 0.00195669 0.149255 0.0438999 0.0397055 0.0656501 0.00113812 0.00150257 0.0721448 1.54792 1.4517 1.54987 1.54601 1.07319 -2.14435 7.45123 7.45513 5.4107 0 0.817526 0.870528 -0.266497 -31.2741 1 0 0 0.248496 0.19924 0.153591
530 0.202706 0.00205753 0.145278 0.0417766 0.0384122 0.0650891 0.0010277 0.00150368 0.0728319 1.54962 1.4517 1.55161 1.54767 1.07268 -2.16872 7.46992 7.47493 5.40638 0 0.784698 0.834113 -0.255258 -31.3467 1 0 0 0.237619 0.194065 0.151248
535 0.213203 0.00216357 0.140999 0.0395713 0.0370136 0.0644139 0.000928004 0.00150481 0.073519 1.55134 1.4517 1.55337 1.54935 1.07216 -2.19185 7.48885 7.49497 5.40202 0 0.753147 0.799115 -0.244481 -31.4006 1 0 0 0.226142 0.188312 0.148628
540 0.224242 0.00227507 0.136445 0.0373012 0.0355182 0.0636257 0.000837992 0.00150594 0.0742061 1.55306 1.4517 1.55514 1.55104 1.07165 -2.2137 7.50796 7.51519 5.39764 0 0.722823 0.765477 -0.234142 -31.4357 1 0 0 0.214149 0.182006 0.145739
545 0.23585 0.00239232 0.131647 0.0349851 0.0339354 0.0627268 0.000756721 0.00150708 0.0748932 1.5548 1.4517 1.55692 1.55273 1.07112 -2.23424 7.52719 7.53554 5.39324 0 0.693674 0.733148 -0.224221 -31.452 1 0 0 0.201736 0.175182 0.142594
550 0.248055 0.00251561 0.126639 0.0326426 0.0322766 0.0617198 0.000683337 0.00150823 0.0755803 1.55655 1.4517 1.55871 1.55445 1.0706 -2.25345 7.54649 7.55594 5.38882 0 0.665652 0.702077 -0.214696 -31.4498 1 0 0 0.18901 0.167881 0.139205
555 0.26089 0.00264525 0.121457 0.0302941 0.0305541 0.0606086 0.000617072 0.00150939 0.0762674 1.55831 1.4517 1.56051 1.55617 1.07007 -2.27133 7.56581 7.57635 5.38441 0 0.638713 0.672218 -0.205547 -31.4293 1 0 0 0.176086 0.160152 0.13559
560 0.274386 0.00278158 0.116139 0.0279605 0.0287814 0.0593975 0.000557234 0.00151055 0.0769545 1.56009 1.4517 1.56232 1.5579 1.06953 -2.28787 7.58507 7.5967 5.38 0 0.612811 0.643526 -0.196757 -31.3913 1 0 0 0.163082 0.152052 0.131765
565 0.288578 0.00292493 0.110727 0.0256623 0.0269733 0.0580916 0.000503197 0.00151173 0.0776416 1.56187 1.4517 1.56414 1.55965 1.069 -2.30311 7.60424 7.61694 5.3756 0 0.587903 0.615958 -0.188307 -31.3363 1 0 0 0.150123 0.143644 0.127749
570 0.303501 0.00307567 0.105261 0.0234193 0.0251449 0.0566967 0.000454398 0.00151291 0.0783287 1.56366 1.4517 1.56597 1.56141 1.06846 -2.31707 7.62327 7.63701 5.37123 0 0.563951 0.589476 -0.180181 -31.2655 1 0 0 0.137333 0.134996 0.123564
575 0.319193 0.00323417 0.0997815 0.0212502 0.023312 0.0552193 0.000410328 0.00151409 0.0790158 1.56547 1.4517 1.56781 1.56318 1.06791 -2.32983 7.64209 7.65685 5.36689 0 0.540913 0.564041 -0.172365 -31.1798 1 0 0 0.124833 0.126183 0.119231
580 0.335694 0.00340085 0.0943289 0.019172 0.0214905 0.0536663 0.000370528 0.00151529 0.0797029 1.56729 1.4517 1.56966 1.56496 1.06736 -2.34144 7.66069 7.67644 5.36258 0 0.518753 0.53962 -0.164843 -31.0806 1 0 0 0.112739 0.117282 0.114774
585 0.353045 0.00357611 0.088941 0.0171996 0.0196961 0.0520453 0.000334585 0.0015165 0.08039 1.56911 1.4517 1.57152 1.56676 1.06681 -2.352 7.67901 7.69572 5.35832 0 0.497434 0.516179 -0.157602 -30.9694 1 0 0 0.101155 0.108372 0.110216
590 0.371291 0.00376041 0.0836533 0.0153454 0.0179439 0.0503641 0.000302126 0.00151771 0.0810771 1.57095 1.4517 1.57339 1.56857 1.06626 -2.3616 7.69702 7.71466 5.3541 0 0.476921 0.493688 -0.150632 -30.8478 1 0 0 0.0901758 0.0995352 0.105582
595 0.390476 0.00395421 0.0784979 0.0136188 0.016248 0.0486311 0.000272814 0.00151893 0.0817642 1.5728 1.4517 1.57527 1.57039 1.0657 -2.37038 7.71471 7.73323 5.34993 0 0.457181 0.472118 -0.143921 -30.7176 1 0 0 0.0798779 0.0908488 0.100897
600 0.410651 0.00415799 0.0735026 0.0120266 0.0146213 0.0468547 0.000246345 0.00152016 0.0824513 1.57466 1.4517 1.57715 1.57222 1.06514 -2.37844 7.73204 7.75141 5.34581 0 0.438182 0.451442 -0.13746 -30.5806 1 0 0 0.0703216 0.0823891 0.0961842
605 0.431865 0.00437227 0.0686909 0.0105722 0.0130753 0.0450435 0.000222444 0.00152139 0.0831383 1.57652 1.4517 1.57905 1.57406 1.06458 -2.38595 7.74902 7.76919 5.34175 0 0.419893 0.431633 -0.13124 -30.4389 1 0 0 0.0615481 0.074227 0.0914676
610 0.454173 0.0045976 0.0640818 0.00925622 0.0116194 0.0432061 0.000200864 0.00152263 0.0838254 1.5784 1.4517 1.58095 1.57591 1.06401 -2.39303 7.76562 7.78654 5.33775 0 0.402284 0.412667 -0.125254 -30.2942 1 0 0 0.053579 0.0664266 0.0867701
615 0.47763 0.00483454 0.0596888 0.00807643 0.0102611 0.0413513 0.000181381 0.00152389 0.0845125 1.58029 1.4517 1.58286 1.57778 1.06344 -2.39985 7.78185 7.80348 5.3338 0 0.385328 0.394518 -0.119494 -30.1486 1 0 0 0.0464168 0.0590437 0.0821132
620 0.502296 0.00508369 0.0555212 0.00702814 0.00900559 0.0394875 0.000163793 0.00152514 0.0851996 1.58219 1.4517 1.58479 1.57966 1.06287 -2.40654 7.79772 7.82 5.32991 0 0.368997 0.377162 -0.113956 -30.004 1 0 0 0.0400464 0.0521247 0.077517
625 0.528233 0.00534569 0.0515833 0.00610454 0.00785605 0.0376228 0.000147915 0.00152641 0.0858867 1.5841 1.4517 1.58672 1.58155 1.0623 -2.41327 7.81323 7.83611 5.32608 0 0.353268 0.360574 -0.108633 -29.8622 1 0 0 0.0344367 0.0457051 0.0730003
630 0.555507 0.00562118 0.0478756 0.00529719 0.00681335 0.0357651 0.000133583 0.00152768 0.0865738 1.58601 1.4517 1.58866 1.58344 1.06173 -2.42017 7.82839 7.85183 5.32231 0 0.338118 0.344728 -0.103522 -29.7249 1 0 0 0.0295437 0.0398093 0.0685798
635 0.584186 0.00591087 0.0443947 0.00459649 0.00587631 0.0339219 0.000120647 0.00152896 0.0872609 1.58794 1.4517 1.5906 1.58535 1.06116 -2.42738 7.84322 7.86717 5.31858 0 0.323527 0.329597 -0.0986182 -29.5935 1 0 0 0.0253134 0.0344501 0.0642706
640 0.614344 0.00621549 0.0411344 0.00399216 0.0050419 0.0321003 0.00010897 0.00153024 0.087948 1.58988 1.4517 1.59256 1.58727 1.06058 -2.43501 7.85774 7.88215 5.31491 0 0.309474 0.315154 -0.0939181 -29.4695 1 0 0 0.0216853 0.029629 0.0600858
645 0.646055 0.00653581 0.0380859 0.00347366 0.00430551 0.0303068 9.84313e-05 0.00153153 0.0886351 1.59183 1.4517 1.59453 1.5892 1.06 -2.44316 7.87197 7.89679 5.31129 0 0.295944 0.301369 -0.0894179 -29.3537 1 0 0 0.0185952 0.0253367 0.0560368
650 0.679401 0.00687264 0.0352392 0.00303061 0.00366122 0.0285473 8.89183e-05 0.00153283 0.0893222 1.59378 1.4517 1.59651 1.59114 1.05943 -2.45192 7.88593 7.91113 5.30772 0 0.282922 0.288214 -0.0851139 -29.2471 1 0 0 0.0159783 0.0215544 0.0521331
655 0.714466 0.00722683 0.0325827 0.00265306 0.00310214 0.0268275 8.0331e-05 0.00153414 0.0900093 1.59575 1.4517 1.59849 1.59309 1.05885 -2.46136 7.89963 7.92518 5.3042 0 0.270395 0.275657 -0.0810022 -29.1503 1 0 0 0.0137716 0.0182548 0.0483827
660 0.751337 0.00759926 0.0301048 0.0023318 0.00262078 0.0251522 7.25787e-05 0.00153545 0.0906964 1.59772 1.4517 1.60049 1.59505 1.05827 -2.47152 7.91311 7.93898 5.30071 0 0.258351 0.263668 -0.0770783 -29.0635 1 0 0 0.011916 0.0154043 0.0447918
665 0.790109 0.0079909 0.0277937 0.00205845 0.00220932 0.0235259 6.55794e-05 0.00153676 0.0913835 1.59971 1.4517 1.6025 1.59701 1.0577 -2.48242 7.92638 7.95254 5.29727 0 0.246779 0.252215 -0.0733373 -28.9868 1 0 0 0.0103572 0.0129643 0.0413653
670 0.830879 0.00840271 0.025638 0.00182554 0.00185993 0.0219525 5.9259e-05 0.00153808 0.0920706 1.6017 1.4517 1.60452 1.59898 1.05712 -2.49407 7.93946 7.96591 5.29386 0 0.235669 0.241269 -0.0697737 -28.9201 1 0 0 0.00904704 0.0108933 0.0381067
675 0.87375 0.00883575 0.0236271 0.00162659 0.00156501 0.0204355 5.35505e-05 0.00153941 0.0927577 1.6037 1.4517 1.60655 1.60096 1.05654 -2.50646 7.95237 7.97909 5.29048 0 0.225011 0.230802 -0.0663815 -28.8631 1 0 0 0.00794335 0.00914891 0.0350181
680 0.91883 0.00929111 0.0217512 0.00145604 0.00131735 0.0189778 4.83938e-05 0.00154074 0.0934448 1.60572 1.4517 1.60859 1.60295 1.05596 -2.51957 7.96512 7.99212 5.28714 0 0.214796 0.220786 -0.0631541 -28.8153 1 0 0 0.00701009 0.00768913 0.0321006
685 0.966234 0.00976994 0.0200015 0.00130919 0.0011103 0.017582 4.37345e-05 0.00154207 0.0941318 1.60774 1.4517 1.61064 1.60494 1.05538 -2.53336 7.97773 8.00501 5.28382 0 0.205012 0.211198 -0.0600845 -28.776 1 0 0 0.00621698 0.00647399 0.0293542
690 1.01608 0.0102734 0.0183699 0.0011821 0.000937801 0.01625 3.95238e-05 0.00154341 0.0948189 1.60977 1.4517 1.6127 1.60694 1.0548 -2.54778 7.9902 8.01779 5.28054 0 0.195649 0.202014 -0.0571654 -28.7447 1 0 0 0.00553893 0.00546638 0.0267776
695 1.0685 0.0108029 0.0168494 0.00107155 0.000794473 0.0149834 3.57176e-05 0.00154476 0.095506 1.61181 1.4517 1.61478 1.60894 1.05422 -2.56279 8.00256 8.03047 5.27727 0 0.186692 0.193214 -0.0543893 -28.7206 1 0 0 0.0049554 0.00463284 0.0243688
700 1.12361 0.0113596 0.0154337 0.000974878 0.000675581 0.0137832 3.22764e-05 0.00154611 0.0961931 1.61385 1.4517 1.61686 1.61095 1.05364 -2.57834 8.01481 8.04306 5.27403 0 0.178131 0.18478 -0.051749 -28.703 1 0 0 0.00444979 0.00394381 0.0221245
705 1.18157 0.011945 0.014117 0.000889915 0.000577024 0.0126501 2.91647e-05 0.00154746 0.0968802 1.61591 1.4517 1.61896 1.61297 1.05306 -2.59439 8.02697 8.05558 5.2708 0 0.16995 0.176696 -0.0492371 -28.6913 1 0 0 0.00400873 0.00337377 0.0200407
710 1.24251 0.0125606 0.0128943 0.000814902 0.000495292 0.0115841 2.63507e-05 0.00154882 0.0975673 1.61798 1.4517 1.62106 1.615 1.05248 -2.61088 8.03903 8.06804 5.2676 0 0.162134 0.168948 -0.0468468 -28.685 1 0 0 0.00362153 0.00290108 0.0181127
715 1.3066 0.013208 0.0117607 0.000748402 0.000427413 0.0105848 2.38057e-05 0.00155018 0.0982544 1.62005 1.4517 1.62318 1.61702 1.05189 -2.62779 8.05101 8.08044 5.26441 0 0.154671 0.161523 -0.0445716 -28.6834 1 0 0 0.00327969 0.00250765 0.0163349
720 1.37399 0.0138886 0.0107117 0.000689242 0.000370897 0.00965151 2.15038e-05 0.00155155 0.0989415 1.62213 1.4517 1.62531 1.61906 1.05131 -2.64508 8.06292 8.0928 5.26124 0 0.147544 0.154407 -0.0424053 -28.6862 1 0 0 0.00297637 0.00217863 0.014701
725 1.44485 0.0146044 0.00974298 0.000636455 0.000323677 0.00878285 1.9422e-05 0.00155292 0.0996286 1.62422 1.4517 1.62745 1.6211 1.05073 -2.66273 8.07476 8.10512 5.25808 0 0.140738 0.14759 -0.0403423 -28.693 1 0 0 0.0027061 0.00190191 0.0132044
730 1.51936 0.0153571 0.00885048 0.000589236 0.000284051 0.0079772 1.75393e-05 0.0015543 0.100316 1.62632 1.4517 1.62959 1.62315 1.05015 -2.68072 8.08654 8.1174 5.25494 0 0.134241 0.14106 -0.0383772 -28.7036 1 0 0 0.00246443 0.00166774 0.0118381
735 1.59771 0.0161485 0.00803009 0.000546908 0.000250627 0.00723255 1.58368e-05 0.00155568 0.101003 1.62843 1.4517 1.63175 1.6252 1.04957 -2.69903 8.09826 8.12966 5.2518 0 0.128038 0.134807 -0.0365051 -28.7177 1 0 0 0.00224772 0.00146832 0.0105945
740 1.6801 0.0169807 0.00727779 0.000508892 0.000222275 0.00654662 1.42975e-05 0.00155707 0.10169 1.63054 1.4517 1.63392 1.62726 1.04898 -2.71766 8.10994 8.14189 5.24868 0 0.122116 0.128821 -0.0347216 -28.7352 1 0 0 0.00205293 0.00129741 0.00946611
745 1.76674 0.0178558 0.0065896 0.00047469 0.00019808 0.00591683 1.29059e-05 0.00155846 0.102377 1.63266 1.4517 1.6361 1.62932 1.0484 -2.7366 8.12157 8.15411 5.24557 0 0.116461 0.123091 -0.0330223 -28.7559 1 0 0 0.0018775 0.00115007 0.00844536
750 1.85784 0.018776 0.0059616 0.000443866 0.000177307 0.00534042 1.16482e-05 0.00155986 0.103064 1.63479 1.4517 1.63829 1.63139 1.04782 -2.75585 8.13316 8.16631 5.24247 0 0.111063 0.117607 -0.0314034 -28.7797 1 0 0 0.00171924 0.00102234 0.00752458
755 1.95363 0.0197437 0.00538988 0.000416036 0.000159362 0.00481448 1.05116e-05 0.00156126 0.103751 1.63693 1.4517 1.64049 1.63347 1.04723 -2.77541 8.14471 8.17849 5.23938 0 0.10591 0.112361 -0.0298611 -28.8066 1 0 0 0.00157626 0.000911037 0.00669625
760 2.05437 0.0207612 0.00487061 0.000390858 0.000143768 0.00433598 9.48472e-06 0.00156266 0.104438 1.63908 1.4517 1.64269 1.63555 1.04665 -2.79526 8.15622 8.19066 5.2363 0 0.10099 0.107342 -0.0283918 -28.8366 1 0 0 0.00144688 0.00081362 0.00595301
765 2.16029 0.0218311 0.00440003 0.00036803 0.000130139 0.00390186 8.55712e-06 0.00156407 0.105125 1.64123 1.4517 1.64491 1.63763 1.04607 -2.81542 8.16771 8.20283 5.23323 0 0.0962927 0.102542 -0.0269924 -28.8694 1 0 0 0.00132966 0.000728011 0.00528778
770 2.27167 0.0229562 0.00397446 0.00034728 0.000118164 0.00350901 7.71938e-06 0.00156548 0.105812 1.64339 1.4517 1.64714 1.63973 1.04549 -2.83587 8.17916 8.21499 5.23016 0 0.0918089 0.0979516 -0.0256596 -28.905 1 0 0 0.0012233 0.000652515 0.00469371
775 2.3888 0.0241393 0.00359034 0.000328367 0.000107593 0.00315438 6.96295e-06 0.0015669 0.1065 1.64556 1.4517 1.64938 1.64182 1.0449 -2.85662 8.19059 8.22715 5.22711 0 0.0875289 0.0935619 -0.0243904 -28.9435 1 0 0 0.00112664 0.00058573 0.00416432
780 2.51196 0.0251295 0.00324426 0.000311076 9.82174e-05 0.00283497 6.28006e-06 0.00156832 0.107187 1.64774 1.4517 1.65162 1.64392 1.04432 -2.87767 8.202 8.23931 5.22406 0 0.0834435 0.0893649 -0.0231819 -28.9846 1 0 0 0.00103868 0.000526492 0.0036935
785 2.6376 0.0251295 0.00295255 0.000297153 9.16136e-05 0.00256379 6.2537e-06 0.00156974 0.107874 1.64992 1.4517 1.65388 1.64603 1.04374 -2.89962 8.21311 8.25117 5.22107 0 0.0836706 0.0897258 -0.0231124 -29.0346 1 0 0 0.000981986 0.000493331 0.00330858
790 2.76325 0.0251295 0.00272818 0.000286952 8.81875e-05 0.00235304 6.23037e-06 0.00157117 0.108561 1.65212 1.4517 1.65614 1.64814 1.04316 -2.92295 8.22382 8.26264 5.21814 0 0.0839237 0.0900531 -0.0230402 -29.0978 1 0 0 0.000945008 0.000477478 0.0030086
795 2.8889 0.0251295 0.00255312 0.000278517 8.60849e-05 0.00218852 6.21029e-06 0.00157261 0.109248 1.65431 1.4517 1.65842 1.65026 1.04258 -2.94718 8.23443 8.274 5.21524 0 0.0841813 0.0903688 -0.0229761 -29.1694 1 0 0 0.0009167 0.000468464 0.00277285
800 3.01455 0.0251295 0.00241544 0.000271094 8.45933e-05 0.00205975 6.19239e-06 0.00157405 0.109935 1.65652 1.4517 1.6607 1.65238 1.04201 -2.97206 8.24502 8.28536 5.21235 0 0.0844385 0.090679 -0.0229175 -29.2468 1 0 0 0.000892855 0.000462413 0.00258623
805 3.14019 0.0251295 0.0023067 0.000264353 8.34168e-05 0.00195893 6.17602e-06 0.00157549 0.110622 1.65873 1.4517 1.66298 1.65451 1.04143 -2.99746 8.25564 8.29675 5.20947 0 0.0846938 0.090985 -0.0228627 -29.3285 1 0 0 0.000871717 0.0004578 0.00243761
810 3.26584 0.0251295 0.00222076 0.000258127 8.2422e-05 0.00188021 6.16078e-06 0.00157694 0.111309 1.66095 1.4517 1.66528 1.65665 1.04086 -3.02327 8.26627 8.30817 5.2066 0 0.0849469 0.0912874 -0.0228109 -29.4135 1 0 0 0.000852478 0.00045398 0.0023187
815 3.39149 0.0251295 0.00215298 0.000252324 8.15434e-05 0.00181912 6.1464e-06 0.00157839 0.111996 1.66318 1.4517 1.66758 1.6588 1.04029 -3.04943 8.27694 8.31962 5.20373 0 0.0851977 0.0915861 -0.0227615 -29.5011 1 0 0 0.000834714 0.000450655 0.00222328
820 3.51714 0.0251295 0.00209986 0.000246879 8.07455e-05 0.00177223 6.1327e-06 0.00157985 0.112683 1.66541 1.4517 1.66989 1.66095 1.03972 -3.07586 8.28764 8.33111 5.20087 0 0.0854461 0.0918812 -0.0227142 -29.5906 1 0 0 0.00081817 0.00044767 0.00214659
825 3.64278 0.0251295 0.00205864 0.000241747 8.00075e-05 0.00173689 6.11952e-06 0.00158131 0.11337 1.66765 1.4517 1.67221 1.6631 1.03915 -3.10253 8.29838 8.34264 5.19802 0 0.0856922 0.0921727 -0.0226684 -29.6815 1 0 0 0.000802672 0.000444939 0.00208495
830 3.76843 0.0251295 0.0020272 0.000236893 7.93164e-05 0.001711 6.10677e-06 0.00158277 0.114058 1.6699 1.4517 1.67454 1.66526 1.03858 -3.12941 8.30914 8.35421 5.19517 0 0.0859357 0.0924607 -0.022624 -29.7735 1 0 0 0.00078809 0.000442409 0.00203549
835 3.89408 0.0251295 0.00200385 0.000232288 7.86631e-05 0.0016929 6.09436e-06 0.00158424 0.114745 1.67215 1.4517 1.67687 1.66743 1.03801 -3.15645 8.31993 8.36582 5.19233 0 0.0861768 0.0927454 -0.0225807 -29.8663 1 0 0 0.000774322 0.000440043 0.00199598
840 4.01973 0.0251295 0.00198723 0.000227907 7.80414e-05 0.00168129 6.08223e-06 0.00158572 0.115432 1.67441 1.4517 1.67921 1.66961 1.03745 -3.18363 8.33075 8.37746 5.1895 0 0.0864154 0.0930267 -0.0225383 -29.9596 1 0 0 0.000761282 0.000437814 0.00196462
845 4.14537 0.0251295 0.00197626 0.000223732 7.74464e-05 0.00167509 6.07034e-06 0.0015872 0.116119 1.67668 1.4517 1.68155 1.67179 1.03688 -3.21093 8.34161 8.38913 5.18667 0 0.0866514 0.0933049 -0.0224966 -30.0532 1 0 0 0.0007489 0.000435704 0.00193997
850 4.27102 0.0251295 0.00197006 0.000219743 7.68741e-05 0.00167344 6.05863e-06 0.00158868 0.116806 1.67895 1.4517 1.68391 1.67397 1.03632 -3.23834 8.35249 8.40084 5.18384 0 0.0868848 0.0935799 -0.0224556 -30.1469 1 0 0 0.000737115 0.000433694 0.00192089
855 4.39667 0.0251295 0.0019679 0.000215927 7.63215e-05 0.00167565 6.04708e-06 0.00159017 0.117493 1.68123 1.4517 1.68627 1.67616 1.03575 -3.26583 8.36341 8.41259 5.18102 0 0.0871157 0.0938518 -0.022415 -30.2406 1 0 0 0.000725875 0.000431773 0.00190643
860 4.52232 0.0251295 0.0019692 0.000212269 7.5786e-05 0.00168114 6.03567e-06 0.00159166 0.11818 1.68352 1.4517 1.68864 1.67836 1.03519 -3.29339 8.37435 8.42437 5.17821 0 0.087344 0.0941206 -0.0223749 -30.3341 1 0 0 0.000715135 0.000429929 0.00189583
865 4.64796 0.0251295 0.00197346 0.00020876 7.52653e-05 0.00168944 6.02436e-06 0.00159315 0.118867 1.68581 1.4517 1.69101 1.68057 1.03463 -3.32102 8.38532 8.43619 5.1754 0 0.0875698 0.0943865 -0.022335 -30.4274 1 0 0 0.000704854 0.000428151 0.00188846
870 4.77361 0.0251295 0.00198029 0.000205388 7.47575e-05 0.00170015 6.01315e-06 0.00159465 0.119554 1.68811 1.4517 1.69339 1.68277 1.03407 -3.34869 8.39632 8.44803 5.17259 0 0.0877931 0.0946494 -0.0222954 -30.5204 1 0 0 0.000694998 0.00042643 0.00188382
875 4.89926 0.0251295 0.00198935 0.000202144 7.4261e-05 0.00171295 6.00201e-06 0.00159615 0.120241 1.69041 1.4517 1.69578 1.68499 1.03351 -3.37641 8.40735 8.45992 5.16979 0 0.0880139 0.0949094 -0.0222559 -30.613 1 0 0 0.000685536 0.000424761 0.00188145
880 5.0249 0.0251295 0.00200036 0.00019902 7.37744e-05 0.00172756 5.99094e-06 0.00159766 0.120929 1.69272 1.4517 1.69817 1.68721 1.03295 -3.40416 8.4184 8.47183 5.167 0 0.0882323 0.0951665 -0.0222165 -30.7051 1 0 0 0.000676439 0.000423134 0.00188102
885 5.15055 0.0251295 0.00201307 0.000196009 7.32965e-05 0.00174377 5.97992e-06 0.00159917 0.121616 1.69504 1.4517 1.70057 1.68943 1.0324 -3.43195 8.42949 8.48378 5.16421 0 0.0884482 0.0954208 -0.0221772 -30.7967 1 0 0 0.000667683 0.000421546 0.00188223
890 5.2762 0.0251295 0.0020273 0.000193104 7.28261e-05 0.00176137 5.96896e-06 0.00160068 0.122303 1.69736 1.4517 1.70298 1.69167 1.03184 -3.45975 8.4406 8.49576 5.16142 0 0.0886617 0.0956722 -0.0221379 -30.8878 1 0 0 0.000659244 0.00041999 0.00188482
895 5.40185 0.0251295 0.00204288 0.000190299 7.23624e-05 0.00178022 5.95804e-06 0.0016022 0.12299 1.69968 1.4517 1.70539 1.6939 1.03128 -3.48758 8.45174 8.50777 5.15864 0 0.0888728 0.0959208 -0.0220986 -30.9782 1 0 0 0.000651104 0.000418461 0.00188858
900 5.52749 0.0251295 0.00205966 0.000187589 7.19045e-05 0.00180017 5.94715e-06 0.00160372 0.123677 1.70202 1.4517 1.70781 1.69614 1.03073 -3.51542 8.4629 8.51982 5.15587 0 0.0890815 0.0961667 -0.0220592 -31.0681 1 0 0 0.000643242 0.000416955 0.00189335
905 5.65314 0.0251295 0.00207753 0.000184967 7.14517e-05 0.00182111 5.9363e-06 0.00160525 0.124364 1.70436 1.4517 1.71023 1.69839 1.03018 -3.54327 8.47409 8.53189 5.1531 0 0.089288 0.0964098 -0.0220198 -31.1574 1 0 0 0.000635642 0.00041547 0.00189897
