TS time deltat Energy Dissipation Trd volume area area_n Epress E1 E_tension1 P_tension1 E_elastic pressure Zmax stress strain Diss1 Diss2
675 5.77875 0.0301446 0.139754 5.21301e-06 0.000276621 0.0588173 0.851403 0.784623 -1.46534 0.00697774 0 0.0505224 0.0083554 -26.9291 1 0 0 0.00415506 0.000488099
680 5.92948 0.0301446 0.143572 5.20711e-06 0.000276908 0.059253 0.852344 0.784623 -1.49039 0.00706456 0 0.0508214 0.00858414 -27.2044 1 0 0 0.00409361 0.00048597
685 6.07238 0.0280967 0.14746 6.10896e-06 0.000277197 0.0596887 0.85329 0.784623 -1.5157 0.00715162 0 0.055399 0.00881712 -27.4809 1 0 0 0.00406024 0.000484364
690 6.21573 0.0295447 0.151419 5.51851e-06 0.000277487 0.0601243 0.854242 0.784623 -1.54122 0.00723881 0 0.0529893 0.0090544 -27.7579 1 0 0 0.00402842 0.000482729
695 6.36555 0.0301446 0.15545 5.1893e-06 0.000277779 0.06056 0.855199 0.784623 -1.567 0.00732621 0 0.0517105 0.00929599 -28.0359 1 0 0 0.00398101 0.000480689
700 6.51628 0.0301446 0.159554 5.18333e-06 0.000278072 0.0609957 0.856161 0.784623 -1.59302 0.0074138 0 0.0520041 0.00954192 -28.3149 1 0 0 0.0039351 0.000478607
705 6.667 0.0301446 0.16373 5.17735e-06 0.000278368 0.0614314 0.857129 0.784623 -1.61928 0.00750156 0 0.0522963 0.00979225 -28.5948 1 0 0 0.00389313 0.00047654
710 6.81772 0.0301446 0.167979 5.17135e-06 0.000278664 0.0618671 0.858103 0.784623 -1.64579 0.00758948 0 0.0525871 0.010047 -28.8757 1 0 0 0.00385483 0.000474489
715 6.96845 0.0301446 0.172302 5.16534e-06 0.000278963 0.0623028 0.859081 0.784623 -1.67254 0.00767757 0 0.0528766 0.0103062 -29.1574 1 0 0 0.00381995 0.000472452
720 7.11917 0.0301446 0.1767 5.15931e-06 0.000279263 0.0627384 0.860065 0.784623 -1.69954 0.00776581 0 0.0531647 0.0105699 -29.44 1 0 0 0.00378826 0.00047043
725 7.26989 0.0301446 0.181173 5.15327e-06 0.000279564 0.0631741 0.861055 0.784623 -1.72677 0.0078542 0 0.0534514 0.0108381 -29.7234 1 0 0 0.00375953 0.000468423
730 7.42062 0.0301446 0.185722 5.14722e-06 0.000279867 0.0636098 0.86205 0.784623 -1.75425 0.00794273 0 0.0537367 0.0111109 -30.0077 1 0 0 0.00373358 0.00046643
735 7.57134 0.0301446 0.190346 5.14115e-06 0.000280172 0.0640455 0.86305 0.784623 -1.78197 0.0080314 0 0.0540206 0.0113883 -30.2929 1 0 0 0.00371021 0.000464451
740 7.72206 0.0301446 0.195048 5.13507e-06 0.000280478 0.0644812 0.864055 0.784623 -1.80993 0.00812019 0 0.0543032 0.0116703 -30.5788 1 0 0 0.00368925 0.000462485
745 7.87278 0.0301446 0.199826 5.12897e-06 0.000280785 0.0649169 0.865065 0.784623 -1.83814 0.0082091 0 0.0545844 0.011957 -30.8655 1 0 0 0.00367052 0.000460534
750 8.02351 0.0301446 0.204683 5.12286e-06 0.000281095 0.0653525 0.866081 0.784623 -1.86658 0.00829813 0 0.0548642 0.0122484 -31.1531 1 0 0 0.00365389 0.000458596
755 8.17423 0.0301446 0.209617 5.11674e-06 0.000281405 0.0657882 0.867102 0.784623 -1.89527 0.00838726 0 0.0551426 0.0125445 -31.4414 1 0 0 0.0036392 0.000456672
760 8.32465 0.0301446 0.214631 5.21407e-06 0.000281717 0.0662239 0.868128 0.784623 -1.9242 0.0084765 0 0.0559795 0.0128453 -31.7305 1 0 0 0.00362716 0.000454779
765 8.47537 0.0301446 0.219723 5.10446e-06 0.000282031 0.0666596 0.869159 0.784623 -1.95336 0.00856583 0 0.0556953 0.013151 -32.0203 1 0 0 0.00361592 0.00045288
770 8.6261 0.0301446 0.224896 5.0983e-06 0.000282346 0.0670953 0.870195 0.784623 -1.98276 0.00865524 0 0.0559696 0.0134615 -32.3109 1 0 0 0.00360626 0.000450995
775 8.77682 0.0301446 0.230149 5.09213e-06 0.000282663 0.067531 0.871236 0.784623 -2.01241 0.00874475 0 0.0562425 0.0137768 -32.6022 1 0 0 0.00359806 0.000449122
780 8.92724 0.0301446 0.235482 5.18891e-06 0.000282981 0.0679666 0.872283 0.784623 -2.04229 0.00883433 0 0.057085 0.014097 -32.8942 1 0 0 0.00359205 0.000447279
785 9.07796 0.0301446 0.240897 5.07975e-06 0.0002833 0.0684023 0.873334 0.784623 -2.07241 0.00892398 0 0.0567842 0.0144221 -33.1869 1 0 0 0.00358641 0.000445431
790 9.22869 0.0301446 0.246394 5.07354e-06 0.000283621 0.068838 0.874391 0.784623 -2.10277 0.00901369 0 0.057053 0.0147522 -33.4802 1 0 0 0.00358195 0.000443595
795 9.37941 0.0301446 0.251973 5.06732e-06 0.000283944 0.0692737 0.875452 0.784623 -2.13336 0.00910346 0 0.0573204 0.0150873 -33.7743 1 0 0 0.00357858 0.000441771
800 9.53013 0.0301446 0.257635 5.06109e-06 0.000284268 0.0697094 0.876518 0.784623 -2.16419 0.00919329 0 0.0575865 0.0154273 -34.0689 1 0 0 0.0035762 0.00043996
805 9.68086 0.0301446 0.26338 5.05486e-06 0.000284593 0.0701451 0.877589 0.784623 -2.19526 0.00928316 0 0.0578512 0.0157724 -34.3643 1 0 0 0.00357476 0.00043816
810 9.83158 0.0301446 0.269208 5.04861e-06 0.000284919 0.0705807 0.878666 0.784623 -2.22655 0.00937307 0 0.0581145 0.0161226 -34.6602 1 0 0 0.00357417 0.000436371
815 9.9823 0.0301446 0.275121 5.04235e-06 0.000285248 0.0710164 0.879746 0.784623 -2.25809 0.00946302 0 0.0583764 0.0164778 -34.9568 1 0 0 0.00357436 0.000434595
820 10.133 0.0301446 0.281118 5.03607e-06 0.000285577 0.0714521 0.880832 0.784623 -2.28986 0.00955299 0 0.058637 0.0168382 -35.2539 1 0 0 0.00357528 0.000432829
825 10.2837 0.0301446 0.2872 5.02979e-06 0.000285908 0.0718878 0.881923 0.784623 -2.32186 0.00964299 0 0.0588962 0.0172037 -35.5516 1 0 0 0.00357686 0.000431075
830 10.4345 0.0301446 0.293368 5.0235e-06 0.00028624 0.0723235 0.883018 0.784623 -2.35409 0.00973301 0 0.059154 0.0175744 -35.8499 1 0 0 0.00357904 0.000429332
835 10.5852 0.0301446 0.299621 5.01721e-06 0.000286574 0.0727592 0.884119 0.784623 -2.38655 0.00982304 0 0.0594105 0.0179502 -36.1488 1 0 0 0.00358178 0.0004276
840 10.7359 0.0301446 0.305961 5.0109e-06 0.000286909 0.0731948 0.885224 0.784623 -2.41924 0.00991307 0 0.0596656 0.0183313 -36.4482 1 0 0 0.00358501 0.000425878
845 10.8866 0.0301446 0.312387 5.00458e-06 0.000287245 0.0736305 0.886333 0.784623 -2.45216 0.0100031 0 0.0599194 0.0187177 -36.7481 1 0 0 0.0035887 0.000424168
850 11.0374 0.0301446 0.3189 4.99825e-06 0.000287582 0.0740662 0.887448 0.784623 -2.48532 0.0100931 0 0.0601717 0.0191094 -37.0485 1 0 0 0.00359279 0.000422468
855 11.1881 0.0301446 0.325501 4.99192e-06 0.000287921 0.0745019 0.888567 0.784623 -2.51869 0.0101832 0 0.0604228 0.0195063 -37.3494 1 0 0 0.00359725 0.000420778
860 11.3388 0.0301446 0.33219 4.98557e-06 0.000288262 0.0749376 0.88969 0.784623 -2.5523 0.0102732 0 0.0606725 0.0199086 -37.6508 1 0 0 0.00360203 0.000419099
865 11.4895 0.0301446 0.338967 4.97922e-06 0.000288603 0.0753733 0.890818 0.784623 -2.58613 0.0103632 0 0.0609208 0.0203162 -37.9526 1 0 0 0.00360709 0.00041743
870 11.6403 0.0301446 0.345833 4.97286e-06 0.000288946 0.0758089 0.891951 0.784623 -2.62019 0.0104531 0 0.0611678 0.0207293 -38.2549 1 0 0 0.0036124 0.000415771
875 11.791 0.0301446 0.352787 4.96649e-06 0.00028929 0.0762446 0.893089 0.784623 -2.65447 0.0105431 0 0.0614135 0.0211477 -38.5576 1 0 0 0.00361793 0.000414122
880 11.9417 0.0301446 0.359831 4.96012e-06 0.000289636 0.0766803 0.894231 0.784623 -2.68897 0.0106329 0 0.0616578 0.0215716 -38.8607 1 0 0 0.00362364 0.000412483
885 12.0924 0.0301446 0.366965 4.95374e-06 0.000289983 0.077116 0.895377 0.784623 -2.72369 0.0107228 0 0.0619007 0.0220009 -39.1643 1 0 0 0.0036295 0.000410853
890 12.2428 0.0301446 0.374189 4.94735e-06 0.000290331 0.0775517 0.896528 0.784623 -2.75864 0.0108126 0 0.0621424 0.0224356 -39.4682 1 0 0 0.00363636 0.000409248
895 12.3936 0.0301446 0.381504 4.94095e-06 0.00029068 0.0779874 0.897684 0.784623 -2.7938 0.0109024 0 0.0623826 0.0228759 -39.7725 1 0 0 0.00364238 0.000407638
900 12.5443 0.0301446 0.388909 4.93454e-06 0.000291031 0.0784231 0.898844 0.784623 -2.82919 0.0109921 0 0.0626216 0.0233217 -40.0772 1 0 0 0.00364848 0.000406037
905 12.695 0.0301446 0.396405 4.92813e-06 0.000291382 0.0788587 0.900008 0.784623 -2.86479 0.0110817 0 0.0628592 0.0237731 -40.3822 1 0 0 0.00365463 0.000404445
910 12.8457 0.0301446 0.403993 4.92172e-06 0.000291736 0.0792944 0.901177 0.784623 -2.90061 0.0111713 0 0.0630955 0.02423 -40.6876 1 0 0 0.00366081 0.000402863
915 12.9965 0.0301446 0.411673 4.91529e-06 0.00029209 0.0797301 0.90235 0.784623 -2.93664 0.0112608 0 0.0633305 0.0246925 -40.9933 1 0 0 0.00366699 0.000401289
920 13.1472 0.0301446 0.419444 4.90887e-06 0.000292445 0.0801658 0.903527 0.784623 -2.97289 0.0113502 0 0.0635641 0.0251606 -41.2993 1 0 0 0.00367315 0.000399725
925 13.2979 0.0301446 0.427308 4.90243e-06 0.000292802 0.0806015 0.904709 0.784623 -3.00935 0.0114396 0 0.0637965 0.0256343 -41.6055 1 0 0 0.00367927 0.00039817
930 13.4486 0.0301446 0.435265 4.89599e-06 0.00029316 0.0810372 0.905895 0.784623 -3.04602 0.0115289 0 0.0640275 0.0261136 -41.9121 1 0 0 0.00368535 0.000396623
935 13.5994 0.0301446 0.443315 4.88954e-06 0.000293519 0.0814728 0.907085 0.784623 -3.08291 0.0116181 0 0.0642572 0.0265987 -42.2189 1 0 0 0.00369135 0.000395085
940 13.7501 0.0301446 0.451459 4.88309e-06 0.000293879 0.0819085 0.90828 0.784623 -3.12 0.0117071 0 0.0644856 0.0270894 -42.5259 1 0 0 0.00369727 0.000393556
945 13.9005 0.0301446 0.459696 4.87663e-06 0.000294241 0.0823442 0.909478 0.784623 -3.1573 0.0117961 0 0.0647127 0.0275858 -42.8332 1 0 0 0.00370399 0.000392049
950 14.0512 0.0301446 0.468026 4.87017e-06 0.000294603 0.0827799 0.910681 0.784623 -3.19481 0.011885 0 0.0649385 0.0280879 -43.1407 1 0 0 0.00370963 0.000390537
955 14.2019 0.0301446 0.476451 4.86371e-06 0.000294967 0.0832156 0.911889 0.784623 -3.23253 0.0119738 0 0.065163 0.0285958 -43.4484 1 0 0 0.00371515 0.000389033
960 14.3509 0.0301446 0.484971 4.85751e-06 0.000295332 0.0836513 0.9131 0.784623 -3.27044 0.0120625 0 0.065386 0.0291095 -43.7563 1 0 0 0.00372607 0.000387618
965 14.5016 0.0301446 0.493585 4.85076e-06 0.000295698 0.0840869 0.914315 0.784623 -3.30857 0.0121511 0 0.065608 0.0296289 -44.0644 1 0 0 0.00373096 0.00038613
970 14.6523 0.0301446 0.502294 4.84428e-06 0.000296066 0.0845226 0.915535 0.784623 -3.34689 0.0122395 0 0.0658287 0.0301541 -44.3726 1 0 0 0.00373571 0.000384649
975 14.803 0.0301446 0.511098 4.8378e-06 0.000296434 0.0849583 0.916758 0.784623 -3.38542 0.0123279 0 0.066048 0.0306851 -44.681 1 0 0 0.00374031 0.000383177
980 14.9538 0.0301446 0.519998 4.83131e-06 0.000296803 0.085394 0.917986 0.784623 -3.42414 0.0124161 0 0.066266 0.0312219 -44.9895 1 0 0 0.00374474 0.000381712
985 15.1045 0.0301446 0.528994 4.82482e-06 0.000297174 0.0858297 0.919218 0.784623 -3.46306 0.0125041 0 0.0664828 0.0317646 -45.2982 1 0 0 0.00374901 0.000380256
990 15.2552 0.0301446 0.538085 4.81833e-06 0.000297546 0.0862654 0.920453 0.784623 -3.50218 0.0125921 0 0.0666983 0.0323132 -45.6069 1 0 0 0.00375309 0.000378807
995 15.4059 0.0301446 0.547273 4.81183e-06 0.000297919 0.086701 0.921693 0.784623 -3.54149 0.0126799 0 0.0669125 0.0328676 -45.9158 1 0 0 0.00375698 0.000377366
1000 15.5567 0.0301446 0.556556 4.80533e-06 0.000298292 0.0871367 0.922937 0.784623 -3.581 0.0127675 0 0.0671254 0.0334279 -46.2247 1 0 0 0.00376068 0.000375932
1005 15.7074 0.0301446 0.565937 4.79883e-06 0.000298667 0.0875724 0.924184 0.784623 -3.6207 0.0128551 0 0.0673371 0.0339941 -46.5337 1 0 0 0.00376418 0.000374507
1005 15.7074 0.0298432 0.565937 0 0.000298667 0.0875724 0.924184 0.784623 0 0.0128481 0 0 0.0339941 -46.5337 1 0 0 0.00376418 0.000374507
1010 15.8578 0.0301446 0.575414 4.79232e-06 0.000299044 0.0880081 0.925436 0.784623 -3.66059 0.0129424 0 0.0675475 0.0345662 -46.8428 1 0 0 0.00376841 0.000373101
1015 16.0085 0.0301446 0.584988 4.78581e-06 0.000299421 0.0884438 0.926691 0.784623 -3.70067 0.0130296 0 0.0677567 0.0351442 -47.1518 1 0 0 0.00377142 0.00037169
1020 16.1592 0.0301446 0.59466 4.7793e-06 0.000299799 0.0888795 0.92795 0.784623 -3.74094 0.0131167 0 0.0679646 0.0357282 -47.461 1 0 0 0.00377421 0.000370286
1025 16.31 0.0301446 0.604429 4.77279e-06 0.000300178 0.0893151 0.929213 0.784623 -3.78139 0.0132036 0 0.0681713 0.0363182 -47.7701 1 0 0 0.00377677 0.00036889
1030 16.4607 0.0301446 0.614295 4.76627e-06 0.000300558 0.0897508 0.93048 0.784623 -3.82203 0.0132904 0 0.0683767 0.0369141 -48.0792 1 0 0 0.00377911 0.000367501
1035 16.6111 0.0301446 0.624259 4.75975e-06 0.00030094 0.0901865 0.931751 0.784623 -3.86285 0.0133769 0 0.0685809 0.037516 -48.3883 1 0 0 0.0037822 0.000366131
1040 16.7615 0.0301446 0.634321 4.75349e-06 0.000301322 0.0906222 0.933026 0.784623 -3.90386 0.0134634 0 0.0687837 0.0381239 -48.6974 1 0 0 0.00378502 0.000364769
1045 16.9123 0.0301446 0.644481 4.74672e-06 0.000301705 0.0910579 0.934304 0.784623 -3.94505 0.0135496 0 0.0689856 0.0387378 -49.0065 1 0 0 0.00378652 0.0003634
1050 17.063 0.0301446 0.65474 4.74019e-06 0.000302089 0.0914936 0.935586 0.784623 -3.98641 0.0136357 0 0.0691861 0.0393577 -49.3155 1 0 0 0.0037878 0.000362039
1055 17.2137 0.0301446 0.665096 4.73367e-06 0.000302475 0.0919292 0.936871 0.784623 -4.02795 0.0137215 0 0.0693853 0.0399837 -49.6245 1 0 0 0.00378883 0.000360685
1060 17.3644 0.0301446 0.675551 4.72715e-06 0.000302861 0.0923649 0.938161 0.784623 -4.06967 0.0138072 0 0.0695834 0.0406157 -49.9333 1 0 0 0.00378962 0.000359337
1065 17.5107 0.0292493 0.686105 5.11614e-06 0.000303248 0.0928006 0.939454 0.784623 -4.11157 0.0138928 0 0.0726424 0.0412537 -50.2422 1 0 0 0.00380538 0.000358173
1070 17.6596 0.0301446 0.696758 4.7141e-06 0.000303637 0.0932363 0.94075 0.784623 -4.15363 0.0139781 0 0.0699758 0.0418978 -50.5508 1 0 0 0.00381069 0.000356906
1070 17.6596 0.0298432 0.696758 0 0.000303637 0.0932363 0.94075 0.784623 0 0.0139704 0 0 0.0418978 -50.5508 1 0 0 0.00381069 0.000356906
1070 17.6596 0.0295447 0.698902 4.97244e-06 0.000303719 0.0933234 0.94101 0.784623 -4.16305 0.0139939 0 0.070672 0.0420294 -50.5508 1 0 0 0.00381069 0.000356906
1070 17.6596 0.0292493 0.696758 0 0.000303637 0.0932363 0.94075 0.784623 0 0.0139704 0 0 0.0418978 -50.5508 1 0 0 0.00381069 0.000356906
1070 17.6596 0.0289568 0.696758 0 0.000303637 0.0932363 0.94075 0.784623 0 0.0139704 0 0 0.0418978 -50.5508 1 0 0 0.00381069 0.000356906
