1.02185E+01,1.30072E+01
9.74406E+00,1.33862E+01
9.76357E+00,1.38425E+01
1.02240E+01,1.41589E+01
1.08323E+01,1.39160E+01
1.08300E+01,1.32259E+01
-1.42032E+01,1.40909E+01
-1.36496E+01,1.45899E+01
-1.30912E+01,1.44164E+01
-1.30402E+01,1.39872E+01
-1.36143E+01,1.33532E+01
-1.40468E+01,1.33953E+01
3.33109E+00,-1.49356E+01
4.01601E+00,-1.50906E+01
4.36833E+00,-1.47485E+01
4.14287E+00,-1.39932E+01
3.60204E+00,-1.38589E+01
3.11829E+00,-1.43935E+01
-8.87725E+00,1.62302E+00
-9.12438E+00,1.14040E+00
-8.71044E+00,5.59177E-01
-8.12957E+00,6.93184E-01
-7.83684E+00,4.98465E-01
-8.15881E+00,1.49036E+00
1.58301E+01,1.56900E+01
1.50590E+01,1.51921E+01
1.45998E+01,1.57153E+01
1.49000E+01,1.62003E+01
1.56273E+01,1.61891E+01
-1.30106E+01,1.64652E+01
-1.32026E+01,1.56986E+01
-1.27215E+01,1.53622E+01
-1.21724E+01,1.57808E+01
-1.24094E+01,1.65133E+01
1.58330E+01,-1.01744E+00
1.56076E+01,-5.98540E-01
1.47580E+01,-6.56231E-01
1.45475E+01,-1.14945E+00
1.52033E+01,-1.60701E+00
1.04416E+01,-1.31100E+01
1.00965E+01,-1.37515E+01
9.89989E+00,-1.37956E+01
9.30923E+00,-1.33796E+01
9.17773E+00,-1.27241E+01
9.49133E+00,-1.22979E+01
1.00262E+01,-1.22386E+01
1.03244E+01,-1.24828E+01
-3.87098E+00,1.42810E+01
-3.37444E+00,1.47627E+01
-2.91629E+00,1.45861E+01
-2.93233E+00,1.37323E+01
-3.53722E+00,1.33772E+01
-3.78623E+00,1.35082E+01
9.36331E+00,1.58476E+01
1.00392E+01,1.58399E+01
1.02861E+01,1.51550E+01
1.00338E+01,1.48536E+01
9.35656E+00,1.48636E+01
9.09591E+00,1.52114E+01
4.73891E+00,-1.61537E+01
5.18584E+00,-1.65248E+01
5.25889E+00,-1.72206E+01
4.83721E+00,-1.76222E+01
4.27553E+00,-1.74535E+01
4.11004E+00,-1.68902E+01
4.52771E+00,-1.61935E+01
1.12394E+01,1.53056E+01
1.19282E+01,1.49316E+01
1.17422E+01,1.41568E+01
1.11208E+01,1.41830E+01
1.08878E+01,1.50060E+01
5.34294E+00,8.79944E+00
4.99738E+00,8.26967E+00
5.26563E+00,7.70857E+00
5.85495E+00,7.62832E+00
6.19805E+00,8.03464E+00
5.96800E+00,8.71724E+00
7.35306E+00,-4.40249E+00
7.70917E+00,-3.81928E+00
8.39211E+00,-3.99052E+00
8.45073E+00,-4.57219E+00
7.78769E+00,-4.87256E+00
4.93480E+00,-1.14837E+01
4.26591E+00,-1.17316E+01
3.96633E+00,-1.22230E+01
4.08414E+00,-1.26350E+01
4.45895E+00,-1.27925E+01
5.22124E+00,-1.25040E+01
5.44842E+00,-1.20342E+01
5.25723E+00,-1.15983E+01
6.83135E+00,-1.64997E+01
7.24944E+00,-1.71704E+01
7.03263E+00,-1.75737E+01
6.18194E+00,-1.76345E+01
5.95472E+00,-1.73050E+01
6.28422E+00,-1.65568E+01
-8.37929E+00,-1.58594E+01
-8.07597E+00,-1.64289E+01
-8.56995E+00,-1.68773E+01
-9.25422E+00,-1.64508E+01
-9.15489E+00,-1.59861E+01
-1.54039E+01,1.12873E+01
-1.49000E+01,1.14539E+01
-1.42984E+01,1.12130E+01
-1.39905E+01,1.05324E+01
-1.42192E+01,1.01413E+01
-1.47109E+01,1.00923E+01
-1.54521E+01,1.06063E+01
-1.55639E+01,1.09934E+01
6.52373E+00,-6.54024E+00
6.06117E+00,-6.07630E+00
5.47201E+00,-6.20696E+00
5.28998E+00,-6.77585E+00
5.73187E+00,-7.28066E+00
6.32634E+00,-7.18224E+00
